CODE_STATION	TYPO_NATIONALE	TG_BV	PERIODE_DEBUT	PERIODE_FIN
03172150	TP9	NON	2014	2014
03172150	TP9	NON	2015	2015
03172150	TP9	NON	2016	2016
03172150	TP9	NON	2017	2017
03172150	TP9	NON	2018	2018
03172150	TP9	NON	2019	2019
03172150	TP9	NON	2020	2020
03172385	TP9	NON	2012	2012
03172385	TP9	NON	2013	2013
03172392	P9-A	NON	2014	2014
03172392	P9-A	NON	2015	2015
03172392	P9-A	NON	2016	2016
03172392	P9-A	NON	2017	2017
03172392	P9-A	NON	2018	2018
03172392	P9-A	NON	2019	2019
03172392	P9-A	NON	2020	2020
03173000	TG9	OUI	2010	2010
03173000	TG9	OUI	2011	2011
03173000	TG9	OUI	2012	2012
03173000	TG9	OUI	2013	2013
03173000	TG9	OUI	2014	2014
03173000	TG9	OUI	2015	2015
03173000	TG9	OUI	2016	2016
03173000	TG9	OUI	2017	2017
03173000	TG9	OUI	2018	2018
03173000	TG9	OUI	2019	2019
03173000	TG9	OUI	2020	2020
03173000	TG9	OUI	2021	2021
03173000	TG9	OUI	2022	2022
03173000	TG9	OUI	2023	2023
03173000	TG9	OUI	2024	2024
03173008	TP9	NON	2014	2014
03173008	TP9	NON	2015	2015
03173008	TP9	NON	2016	2016
03173008	TP9	NON	2017	2017
03173008	TP9	NON	2018	2018
03173008	TP9	NON	2019	2019
03173008	TP9	NON	2020	2020
03173008	TP9	NON	2021	2021
03173008	TP9	NON	2022	2022
03173008	TP9	NON	2023	2023
03173008	TP9	NON	2024	2024
03174000	TG9	OUI	1995	1995
03174000	TG9	OUI	1996	1996
03174000	TG9	OUI	1997	1997
03174000	TG9	OUI	1998	1998
03174000	TG9	OUI	1999	1999
03174000	TG9	OUI	2000	2000
03174000	TG9	OUI	2001	2001
03174000	TG9	OUI	2002	2002
03174000	TG9	OUI	2003	2003
03174000	TG9	OUI	2004	2004
03174000	TG9	OUI	2005	2005
03174000	TG9	OUI	2006	2006
03174000	TG9	OUI	2007	2007
03174000	TG9	OUI	2008	2008
03174000	TG9	OUI	2009	2009
03174000	TG9	OUI	2010	2010
03174000	TG9	OUI	2011	2011
03174000	TG9	OUI	2012	2012
03174000	TG9	OUI	2013	2013
03174000	TG9	OUI	2014	2014
03174000	TG9	OUI	2015	2015
03174000	TG9	OUI	2016	2016
03174000	TG9	OUI	2017	2017
03174000	TG9	OUI	2018	2018
03174000	TG9	OUI	2019	2019
03174000	TG9	OUI	2020	2020
03174000	TG9	OUI	2021	2021
03174000	TG9	OUI	2022	2022
03174000	TG9	OUI	2023	2023
03174000	TG9	OUI	2024	2024
03174565	P9	NON	2012	2012
03174565	P9	NON	2013	2013
03174565	P9	NON	2014	2014
03174565	P9	NON	2015	2015
03174565	P9	NON	2016	2016
03174565	P9	NON	2017	2017
03174565	P9	NON	2018	2018
03174565	P9	NON	2019	2019
03174565	P9	NON	2020	2020
03174565	P9	NON	2021	2021
03174565	P9	NON	2022	2022
03174565	P9	NON	2023	2023
03174565	P9	NON	2024	2024
03174615	TP9	NON	2010	2010
03174615	TP9	NON	2011	2011
03174615	TP9	NON	2012	2012
03174615	TP9	NON	2013	2013
03174615	TP9	NON	2014	2014
03174615	TP9	NON	2015	2015
03174615	TP9	NON	2016	2016
03174615	TP9	NON	2017	2017
03174615	TP9	NON	2018	2018
03174615	TP9	NON	2019	2019
03174615	TP9	NON	2020	2020
03174615	TP9	NON	2021	2021
03174615	TP9	NON	2022	2022
03174615	TP9	NON	2023	2023
03174615	TP9	NON	2024	2024
03174678	TP9	NON	2013	2013
03174678	TP9	NON	2014	2014
03174695	TP9	NON	1995	1995
03174695	TP9	NON	1996	1996
03174695	TP9	NON	1997	1997
03174695	TP9	NON	1998	1998
03174695	TP9	NON	1999	1999
03174695	TP9	NON	2000	2000
03174695	TP9	NON	2001	2001
03174695	TP9	NON	2002	2002
03174695	TP9	NON	2003	2003
03174695	TP9	NON	2004	2004
03174695	TP9	NON	2005	2005
03174695	TP9	NON	2006	2006
03174695	TP9	NON	2007	2007
03174695	TP9	NON	2008	2008
03174695	TP9	NON	2009	2009
03174695	TP9	NON	2010	2010
03174695	TP9	NON	2011	2011
03174695	TP9	NON	2012	2012
03174695	TP9	NON	2013	2013
03174695	TP9	NON	2014	2014
03174695	TP9	NON	2015	2015
03174695	TP9	NON	2016	2016
03174695	TP9	NON	2017	2017
03174695	TP9	NON	2018	2018
03174695	TP9	NON	2019	2019
03174695	TP9	NON	2020	2020
03174695	TP9	NON	2021	2021
03174695	TP9	NON	2022	2022
03174695	TP9	NON	2023	2023
03174695	TP9	NON	2024	2024
03174695	TP9	NON	2025	2025
03174712	TP9	NON	2013	2013
03174712	TP9	NON	2014	2014
03174712	TP9	NON	2015	2015
03174712	TP9	NON	2016	2016
03174712	TP9	NON	2017	2017
03174712	TP9	NON	2018	2018
03174712	TP9	NON	2019	2019
03174715	P9	NON	1989	1989
03174715	P9	NON	1990	1990
03174715	P9	NON	1991	1991
03174715	P9	NON	1992	1992
03174715	P9	NON	1993	1993
03174715	P9	NON	1994	1994
03174715	P9	NON	1995	1995
03174715	P9	NON	1996	1996
03174715	P9	NON	1997	1997
03174715	P9	NON	1998	1998
03174715	P9	NON	1999	1999
03174715	P9	NON	2000	2000
03174715	P9	NON	2001	2001
03174715	P9	NON	2002	2002
03174715	P9	NON	2003	2003
03174715	P9	NON	2004	2004
03174715	P9	NON	2005	2005
03174715	P9	NON	2006	2006
03174715	P9	NON	2007	2007
03174715	P9	NON	2008	2008
03174715	P9	NON	2009	2009
03174715	P9	NON	2010	2010
03174715	P9	NON	2011	2011
03174715	P9	NON	2012	2012
03174715	P9	NON	2013	2013
03174715	P9	NON	2014	2014
03174715	P9	NON	2015	2015
03174715	P9	NON	2016	2016
03174715	P9	NON	2017	2017
03174715	P9	NON	2018	2018
03174715	P9	NON	2019	2019
03174748	TP9	NON	2013	2013
03174748	TP9	NON	2014	2014
03174748	TP9	NON	2015	2015
03174748	TP9	NON	2016	2016
03174748	TP9	NON	2017	2017
03174748	TP9	NON	2018	2018
03174748	TP9	NON	2019	2019
03174748	TP9	NON	2020	2020
03174748	TP9	NON	2021	2021
03174748	TP9	NON	2022	2022
03174748	TP9	NON	2023	2023
03174748	TP9	NON	2024	2024
03174795	TP9	NON	2013	2013
03174795	TP9	NON	2014	2014
03174795	TP9	NON	2015	2015
03174795	TP9	NON	2016	2016
03174795	TP9	NON	2017	2017
03174795	TP9	NON	2018	2018
03174795	TP9	NON	2019	2019
03174825	TP9	NON	2010	2010
03174825	TP9	NON	2011	2011
03174825	TP9	NON	2012	2012
03174825	TP9	NON	2013	2013
03174825	TP9	NON	2014	2014
03174825	TP9	NON	2015	2015
03174825	TP9	NON	2016	2016
03174825	TP9	NON	2017	2017
03174825	TP9	NON	2018	2018
03174825	TP9	NON	2019	2019
03174825	TP9	NON	2020	2020
03174825	TP9	NON	2021	2021
03174825	TP9	NON	2022	2022
03174825	TP9	NON	2023	2023
03174825	TP9	NON	2024	2024
03174837	P9	NON	2013	2013
03174837	P9	NON	2014	2014
03174875	TP9	NON	2013	2013
03174875	TP9	NON	2014	2014
03174875	TP9	NON	2015	2015
03174875	TP9	NON	2016	2016
03174875	TP9	NON	2017	2017
03174875	TP9	NON	2018	2018
03174875	TP9	NON	2019	2019
03175000	P9-A	NON	2008	2008
03175000	P9-A	NON	2009	2009
03175000	P9-A	NON	2010	2010
03175000	P9-A	NON	2011	2011
03175000	P9-A	NON	2012	2012
03175000	P9-A	NON	2013	2013
03175000	P9-A	NON	2014	2014
03175000	P9-A	NON	2015	2015
03175000	P9-A	NON	2016	2016
03175000	P9-A	NON	2017	2017
03175000	P9-A	NON	2018	2018
03175000	P9-A	NON	2019	2019
03175000	P9-A	NON	2020	2020
03175000	P9-A	NON	2021	2021
03175000	P9-A	NON	2022	2022
03175000	P9-A	NON	2023	2023
03175000	P9-A	NON	2024	2024
03176473	P9	NON	2013	2013
03176473	P9	NON	2014	2014
03176473	P9	NON	2015	2015
03176473	P9	NON	2016	2016
03176473	P9	NON	2017	2017
03176540	P9	NON	2017	2017
03176690	TP9	NON	2017	2017
03176825	P9-A	NON	2013	2013
03176825	P9-A	NON	2014	2014
03176825	P9-A	NON	2015	2015
03176825	P9-A	NON	2016	2016
03176825	P9-A	NON	2017	2017
03176825	P9-A	NON	2018	2018
03176825	P9-A	NON	2019	2019
03176850	P9-A	NON	2013	2013
03176850	P9-A	NON	2014	2014
03176880	P9-A	NON	2010	2010
03176880	P9-A	NON	2011	2011
03176880	P9-A	NON	2012	2012
03176880	P9-A	NON	2013	2013
03176880	P9-A	NON	2014	2014
03176880	P9-A	NON	2015	2015
03176880	P9-A	NON	2016	2016
03176880	P9-A	NON	2017	2017
03176880	P9-A	NON	2018	2018
03176880	P9-A	NON	2019	2019
03176945	P9-A	NON	2008	2008
03176945	P9-A	NON	2009	2009
03176945	P9-A	NON	2010	2010
03176945	P9-A	NON	2011	2011
03176945	P9-A	NON	2012	2012
03176945	P9-A	NON	2013	2013
03176945	P9-A	NON	2014	2014
03176945	P9-A	NON	2015	2015
03176945	P9-A	NON	2016	2016
03176945	P9-A	NON	2017	2017
03176945	P9-A	NON	2018	2018
03176945	P9-A	NON	2019	2019
03176945	P9-A	NON	2020	2020
03176945	P9-A	NON	2021	2021
03176945	P9-A	NON	2022	2022
03176945	P9-A	NON	2023	2023
03176945	P9-A	NON	2024	2024
03178000	M9-A	NON	1986	1986
03178000	M9-A	NON	1987	1987
03178000	M9-A	NON	1988	1988
03178000	M9-A	NON	1989	1989
03178000	M9-A	NON	1990	1990
03178000	M9-A	NON	1991	1991
03178000	M9-A	NON	1992	1992
03178000	M9-A	NON	1993	1993
03178000	M9-A	NON	1994	1994
03178000	M9-A	NON	1995	1995
03178000	M9-A	NON	1996	1996
03178000	M9-A	NON	1997	1997
03178000	M9-A	NON	1998	1998
03178000	M9-A	NON	1999	1999
03178000	M9-A	NON	2000	2000
03178000	M9-A	NON	2001	2001
03178000	M9-A	NON	2002	2002
03178000	M9-A	NON	2003	2003
03178000	M9-A	NON	2004	2004
03178000	M9-A	NON	2005	2005
03178000	M9-A	NON	2006	2006
03178000	M9-A	NON	2007	2007
03178000	M9-A	NON	2008	2008
03178000	M9-A	NON	2009	2009
03178000	M9-A	NON	2010	2010
03178000	M9-A	NON	2011	2011
03178000	M9-A	NON	2012	2012
03178000	M9-A	NON	2013	2013
03178000	M9-A	NON	2014	2014
03178000	M9-A	NON	2015	2015
03178000	M9-A	NON	2016	2016
03178000	M9-A	NON	2017	2017
03178000	M9-A	NON	2018	2018
03178000	M9-A	NON	2019	2019
03178000	M9-A	NON	2020	2020
03178000	M9-A	NON	2021	2021
03178000	M9-A	NON	2022	2022
03178000	M9-A	NON	2023	2023
03178000	M9-A	NON	2024	2024
03178000	M9-A	NON	2025	2025
03178319	TP9	NON	2014	2014
03178319	TP9	NON	2015	2015
03178319	TP9	NON	2016	2016
03178319	TP9	NON	2017	2017
03178319	TP9	NON	2018	2018
03178319	TP9	NON	2019	2019
03178325	P9-A	NON	2021	2021
03178325	P9-A	NON	2022	2022
03178325	P9-A	NON	2023	2023
03178325	P9-A	NON	2024	2024
03178348	P9-A	NON	2014	2014
03178348	P9-A	NON	2015	2015
03178348	P9-A	NON	2016	2016
03178348	P9-A	NON	2017	2017
03178348	P9-A	NON	2018	2018
03178348	P9-A	NON	2019	2019
03178348	P9-A	NON	2020	2020
03178348	P9-A	NON	2021	2021
03178348	P9-A	NON	2022	2022
03178348	P9-A	NON	2023	2023
03178348	P9-A	NON	2024	2024
03178469	P9-A	NON	2014	2014
03178469	P9-A	NON	2015	2015
03178469	P9-A	NON	2016	2016
03178469	P9-A	NON	2017	2017
03178469	P9-A	NON	2018	2018
03178469	P9-A	NON	2019	2019
03178469	P9-A	NON	2020	2020
03178469	P9-A	NON	2021	2021
03178469	P9-A	NON	2022	2022
03178469	P9-A	NON	2023	2023
03178469	P9-A	NON	2024	2024
03178520	P9-A	NON	2010	2010
03178520	P9-A	NON	2011	2011
03178520	P9-A	NON	2012	2012
03178520	P9-A	NON	2013	2013
03178520	P9-A	NON	2014	2014
03178520	P9-A	NON	2015	2015
03178520	P9-A	NON	2016	2016
03178520	P9-A	NON	2017	2017
03178520	P9-A	NON	2018	2018
03178520	P9-A	NON	2019	2019
03178520	P9-A	NON	2020	2020
03178520	P9-A	NON	2021	2021
03178520	P9-A	NON	2022	2022
03178520	P9-A	NON	2023	2023
03178520	P9-A	NON	2024	2024
03178660	P9-A	NON	2012	2012
03178660	P9-A	NON	2013	2013
03178660	P9-A	NON	2014	2014
03178660	P9-A	NON	2015	2015
03178660	P9-A	NON	2016	2016
03178660	P9-A	NON	2017	2017
03178660	P9-A	NON	2018	2018
03178660	P9-A	NON	2019	2019
03178660	P9-A	NON	2020	2020
03178660	P9-A	NON	2021	2021
03178660	P9-A	NON	2022	2022
03178660	P9-A	NON	2023	2023
03178660	P9-A	NON	2024	2024
03178692	P9-A	NON	2010	2010
03178692	P9-A	NON	2011	2011
03178692	P9-A	NON	2012	2012
03178835	P9-A	NON	2012	2012
03178835	P9-A	NON	2013	2013
03178835	P9-A	NON	2014	2014
03178835	P9-A	NON	2015	2015
03178835	P9-A	NON	2016	2016
03178835	P9-A	NON	2017	2017
03178835	P9-A	NON	2018	2018
03178835	P9-A	NON	2019	2019
03178835	P9-A	NON	2020	2020
03178835	P9-A	NON	2021	2021
03178835	P9-A	NON	2022	2022
03178835	P9-A	NON	2023	2023
03178835	P9-A	NON	2024	2024
03178870	P9-A	NON	2010	2010
03178870	P9-A	NON	2011	2011
03178870	P9-A	NON	2012	2012
03179000	M9-A	NON	2010	2010
03179000	M9-A	NON	2011	2011
03179000	M9-A	NON	2012	2012
03179000	M9-A	NON	2013	2013
03179000	M9-A	NON	2014	2014
03179000	M9-A	NON	2015	2015
03179000	M9-A	NON	2016	2016
03179000	M9-A	NON	2017	2017
03179000	M9-A	NON	2018	2018
03179000	M9-A	NON	2019	2019
03179000	M9-A	NON	2020	2020
03179000	M9-A	NON	2021	2021
03179000	M9-A	NON	2022	2022
03179000	M9-A	NON	2023	2023
03179000	M9-A	NON	2024	2024
03179690	P9-A	NON	2010	2010
03179690	P9-A	NON	2011	2011
03179690	P9-A	NON	2012	2012
03179690	P9-A	NON	2013	2013
03179690	P9-A	NON	2014	2014
03179690	P9-A	NON	2015	2015
03179690	P9-A	NON	2016	2016
03179740	P9-A	NON	2010	2010
03179740	P9-A	NON	2011	2011
03179740	P9-A	NON	2012	2012
03179740	P9-A	NON	2013	2013
03179740	P9-A	NON	2014	2014
03179740	P9-A	NON	2015	2015
03179740	P9-A	NON	2016	2016
03179740	P9-A	NON	2017	2017
03179740	P9-A	NON	2018	2018
03179740	P9-A	NON	2019	2019
03179740	P9-A	NON	2020	2020
03179740	P9-A	NON	2021	2021
03179740	P9-A	NON	2022	2022
03179740	P9-A	NON	2023	2023
03179740	P9-A	NON	2024	2024
03180100	M9-A	NON	1985	1985
03180100	M9-A	NON	1986	1986
03180100	M9-A	NON	1987	1987
03180100	M9-A	NON	1988	1988
03180100	M9-A	NON	1989	1989
03180100	M9-A	NON	1990	1990
03180100	M9-A	NON	1991	1991
03180100	M9-A	NON	1992	1992
03180100	M9-A	NON	1993	1993
03180100	M9-A	NON	1994	1994
03180100	M9-A	NON	1995	1995
03180100	M9-A	NON	1996	1996
03180100	M9-A	NON	1997	1997
03180100	M9-A	NON	1998	1998
03180100	M9-A	NON	1999	1999
03180100	M9-A	NON	2000	2000
03180100	M9-A	NON	2001	2001
03180100	M9-A	NON	2002	2002
03180100	M9-A	NON	2003	2003
03180100	M9-A	NON	2004	2004
03180100	M9-A	NON	2005	2005
03180100	M9-A	NON	2006	2006
03180100	M9-A	NON	2007	2007
03180100	M9-A	NON	2008	2008
03180100	M9-A	NON	2009	2009
03180100	M9-A	NON	2010	2010
03180100	M9-A	NON	2011	2011
03180100	M9-A	NON	2012	2012
03180100	M9-A	NON	2013	2013
03180100	M9-A	NON	2014	2014
03180100	M9-A	NON	2015	2015
03180100	M9-A	NON	2016	2016
03180100	M9-A	NON	2017	2017
03180100	M9-A	NON	2018	2018
03180100	M9-A	NON	2019	2019
03180100	M9-A	NON	2020	2020
03180100	M9-A	NON	2021	2021
03180100	M9-A	NON	2022	2022
03180100	M9-A	NON	2023	2023
03180100	M9-A	NON	2024	2024
03181000	M9-A	NON	2006	2006
03181000	M9-A	NON	2007	2007
03181000	M9-A	NON	2008	2008
03181000	M9-A	NON	2009	2009
03181000	M9-A	NON	2010	2010
03181000	M9-A	NON	2011	2011
03181000	M9-A	NON	2012	2012
03181000	M9-A	NON	2013	2013
03181000	M9-A	NON	2014	2014
03181000	M9-A	NON	2015	2015
03181000	M9-A	NON	2016	2016
03181000	M9-A	NON	2017	2017
03181000	M9-A	NON	2018	2018
03181000	M9-A	NON	2019	2019
03181000	M9-A	NON	2020	2020
03181000	M9-A	NON	2021	2021
03182000	P9-A	NON	2014	2014
03182000	P9-A	NON	2015	2015
03182415	P9-A	NON	2010	2010
03182415	P9-A	NON	2011	2011
03182415	P9-A	NON	2012	2012
03182415	P9-A	NON	2013	2013
03182415	P9-A	NON	2014	2014
03182415	P9-A	NON	2015	2015
03182415	P9-A	NON	2016	2016
03182415	P9-A	NON	2017	2017
03182415	P9-A	NON	2018	2018
03182415	P9-A	NON	2019	2019
03182415	P9-A	NON	2020	2020
03182415	P9-A	NON	2021	2021
03182415	P9-A	NON	2022	2022
03182415	P9-A	NON	2023	2023
03182415	P9-A	NON	2024	2024
03183460	TG9	OUI	2017	2017
03183460	TG9	OUI	2018	2018
03183460	TG9	OUI	2019	2019
03183460	TG9	OUI	2020	2020
03183460	TG9	OUI	2021	2021
03183460	TG9	OUI	2022	2022
03184850	P9-A	NON	2016	2016
03184850	P9-A	NON	2017	2017
03184850	P9-A	NON	2018	2018
03184850	P9-A	NON	2019	2019
03184850	P9-A	NON	2020	2020
03184850	P9-A	NON	2021	2021
03185000	T4	NON	2010	2010
03185000	T4	NON	2011	2011
03185000	T4	NON	2012	2012
03185000	T4	NON	2013	2013
03185000	T4	NON	2014	2014
03185000	T4	NON	2015	2015
03185000	T4	NON	2016	2016
03185000	T4	NON	2017	2017
03185000	T4	NON	2018	2018
03185000	T4	NON	2019	2019
03185000	T4	NON	2020	2020
03185000	T4	NON	2021	2021
03185000	T4	NON	2022	2022
03185161	P9-A	NON	2013	2013
03185161	P9-A	NON	2014	2014
03185161	P9-A	NON	2015	2015
03185161	P9-A	NON	2016	2016
03185161	P9-A	NON	2017	2017
03185161	P9-A	NON	2018	2018
03185161	P9-A	NON	2019	2019
03185161	P9-A	NON	2020	2020
03185161	P9-A	NON	2021	2021
03185161	P9-A	NON	2022	2022
03185161	P9-A	NON	2023	2023
03185161	P9-A	NON	2024	2024
03185620	P9-A	NON	2010	2010
03185620	P9-A	NON	2011	2011
03185620	P9-A	NON	2012	2012
03185620	P9-A	NON	2013	2013
03185620	P9-A	NON	2014	2014
03185620	P9-A	NON	2015	2015
03185620	P9-A	NON	2016	2016
03185620	P9-A	NON	2017	2017
03185620	P9-A	NON	2018	2018
03185620	P9-A	NON	2019	2019
03185620	P9-A	NON	2020	2020
03185620	P9-A	NON	2021	2021
03185620	P9-A	NON	2022	2022
03185620	P9-A	NON	2023	2023
03185620	P9-A	NON	2024	2024
03185855	P9-A	NON	2019	2019
03185855	P9-A	NON	2020	2020
03185855	P9-A	NON	2021	2021
03185855	P9-A	NON	2022	2022
03185855	P9-A	NON	2023	2023
03185855	P9-A	NON	2024	2024
03185950	P9-A	NON	2010	2010
03185950	P9-A	NON	2011	2011
03185950	P9-A	NON	2012	2012
03185950	P9-A	NON	2013	2013
03185950	P9-A	NON	2014	2014
03185950	P9-A	NON	2015	2015
03185950	P9-A	NON	2016	2016
03185950	P9-A	NON	2017	2017
03185950	P9-A	NON	2018	2018
03185950	P9-A	NON	2019	2019
03185950	P9-A	NON	2020	2020
03185950	P9-A	NON	2021	2021
03185950	P9-A	NON	2022	2022
03185950	P9-A	NON	2023	2023
03185950	P9-A	NON	2024	2024
03185964	P9-A	NON	2018	2018
03185964	P9-A	NON	2019	2019
03185964	P9-A	NON	2020	2020
03185964	P9-A	NON	2021	2021
03185964	P9-A	NON	2022	2022
03185964	P9-A	NON	2023	2023
03185964	P9-A	NON	2024	2024
03185980	P9-A	NON	2024	2024
03186320	P9-A	NON	2014	2014
03186320	P9-A	NON	2015	2015
03186320	P9-A	NON	2016	2016
03186320	P9-A	NON	2017	2017
03186320	P9-A	NON	2018	2018
03186320	P9-A	NON	2019	2019
03186320	P9-A	NON	2020	2020
03186325	P9-A	NON	2010	2010
03186325	P9-A	NON	2011	2011
03186325	P9-A	NON	2012	2012
03186325	P9-A	NON	2013	2013
03186325	P9-A	NON	2014	2014
03186325	P9-A	NON	2015	2015
03186325	P9-A	NON	2016	2016
03186325	P9-A	NON	2017	2017
03186325	P9-A	NON	2018	2018
03186325	P9-A	NON	2019	2019
03186325	P9-A	NON	2020	2020
03190300	M9	NON	2008	2008
03190300	M9	NON	2009	2009
03190300	M9	NON	2010	2010
03190300	M9	NON	2011	2011
03190300	M9	NON	2012	2012
03190300	M9	NON	2013	2013
03190300	M9	NON	2014	2014
03190300	M9	NON	2015	2015
03190300	M9	NON	2016	2016
03190300	M9	NON	2017	2017
03190300	M9	NON	2018	2018
03190300	M9	NON	2019	2019
03190300	M9	NON	2020	2020
03190300	M9	NON	2021	2021
03190300	M9	NON	2022	2022
03190300	M9	NON	2023	2023
03190300	M9	NON	2024	2024
03190922	TP9	NON	2017	2017
03190922	TP9	NON	2018	2018
03190922	TP9	NON	2019	2019
03190922	TP9	NON	2020	2020
03190922	TP9	NON	2021	2021
03190922	TP9	NON	2022	2022
03190922	TP9	NON	2023	2023
03191000	M9	NON	2017	2017
03191000	M9	NON	2018	2018
03191000	M9	NON	2019	2019
03191000	M9	NON	2020	2020
03191000	M9	NON	2021	2021
03191000	M9	NON	2022	2022
03191000	M9	NON	2023	2023
03191001	TP9	NON	2018	2018
03191001	TP9	NON	2019	2019
03191001	TP9	NON	2020	2020
03191350	TP9	NON	2012	2012
03191350	TP9	NON	2013	2013
03191350	TP9	NON	2014	2014
03191350	TP9	NON	2015	2015
03191350	TP9	NON	2016	2016
03191350	TP9	NON	2017	2017
03191350	TP9	NON	2018	2018
03191350	TP9	NON	2019	2019
03191350	TP9	NON	2020	2020
03191350	TP9	NON	2021	2021
03191350	TP9	NON	2022	2022
03191350	TP9	NON	2023	2023
03191372	TP9	NON	2014	2014
03191372	TP9	NON	2015	2015
03191372	TP9	NON	2016	2016
03191372	TP9	NON	2017	2017
03191372	TP9	NON	2018	2018
03191372	TP9	NON	2019	2019
03191372	TP9	NON	2020	2020
03191372	TP9	NON	2021	2021
03191372	TP9	NON	2022	2022
03191372	TP9	NON	2023	2023
03191700	M9	NON	2007	2007
03191700	M9	NON	2008	2008
03191700	M9	NON	2009	2009
03191700	M9	NON	2010	2010
03191700	M9	NON	2011	2011
03191700	M9	NON	2012	2012
03191700	M9	NON	2013	2013
03191700	M9	NON	2014	2014
03191700	M9	NON	2015	2015
03191700	M9	NON	2016	2016
03191700	M9	NON	2017	2017
03191700	M9	NON	2018	2018
03191700	M9	NON	2019	2019
03191700	M9	NON	2020	2020
03191700	M9	NON	2021	2021
03191700	M9	NON	2022	2022
03191700	M9	NON	2023	2023
03191700	M9	NON	2024	2024
03191700	M9	NON	2025	2025
03192378	P9-A	NON	2014	2014
03192378	P9-A	NON	2015	2015
03192378	P9-A	NON	2016	2016
03192378	P9-A	NON	2017	2017
03192380	P9-A	NON	2024	2024
03192400	M9-A	NON	2017	2017
03192400	M9-A	NON	2018	2018
03193000	M9-A	NON	2010	2010
03193000	M9-A	NON	2011	2011
03193000	M9-A	NON	2012	2012
03193000	M9-A	NON	2013	2013
03193000	M9-A	NON	2014	2014
03193000	M9-A	NON	2015	2015
03193000	M9-A	NON	2016	2016
03193000	M9-A	NON	2017	2017
03193000	M9-A	NON	2018	2018
03193000	M9-A	NON	2019	2019
03193000	M9-A	NON	2020	2020
03193000	M9-A	NON	2021	2021
03193000	M9-A	NON	2022	2022
03193000	M9-A	NON	2023	2023
03194250	TP9	NON	2016	2016
03194250	TP9	NON	2017	2017
03194280	TP9	NON	2010	2010
03194280	TP9	NON	2011	2011
03194280	TP9	NON	2012	2012
03194280	TP9	NON	2013	2013
03194280	TP9	NON	2014	2014
03194280	TP9	NON	2015	2015
03194280	TP9	NON	2016	2016
03194280	TP9	NON	2017	2017
03194280	TP9	NON	2018	2018
03194280	TP9	NON	2019	2019
03194280	TP9	NON	2020	2020
03194280	TP9	NON	2021	2021
03194280	TP9	NON	2022	2022
03194280	TP9	NON	2023	2023
03194350	TP9	NON	2010	2010
03194350	TP9	NON	2011	2011
03194350	TP9	NON	2012	2012
03194350	TP9	NON	2013	2013
03194350	TP9	NON	2014	2014
03194350	TP9	NON	2015	2015
03194350	TP9	NON	2016	2016
03194350	TP9	NON	2017	2017
03194350	TP9	NON	2018	2018
03194350	TP9	NON	2019	2019
03194350	TP9	NON	2020	2020
03194350	TP9	NON	2021	2021
03194350	TP9	NON	2022	2022
03194350	TP9	NON	2023	2023
03194362	TP9	NON	2016	2016
03194362	TP9	NON	2017	2017
03194362	TP9	NON	2018	2018
03194362	TP9	NON	2019	2019
03194362	TP9	NON	2020	2020
03194362	TP9	NON	2021	2021
03194362	TP9	NON	2022	2022
03194362	TP9	NON	2023	2023
03194362	TP9	NON	2024	2024
03195417	M9	NON	1984	1984
03195417	M9	NON	1985	1985
03195417	M9	NON	1986	1986
03195417	M9	NON	1987	1987
03195417	M9	NON	1988	1988
03195417	M9	NON	1989	1989
03195417	M9	NON	1990	1990
03195417	M9	NON	1991	1991
03195417	M9	NON	1992	1992
03195417	M9	NON	1993	1993
03195417	M9	NON	1994	1994
03195417	M9	NON	1995	1995
03195417	M9	NON	1996	1996
03195417	M9	NON	1997	1997
03195417	M9	NON	1998	1998
03195417	M9	NON	1999	1999
03195417	M9	NON	2000	2000
03195417	M9	NON	2001	2001
03195417	M9	NON	2002	2002
03195417	M9	NON	2003	2003
03195417	M9	NON	2004	2004
03195417	M9	NON	2005	2005
03195417	M9	NON	2006	2006
03195417	M9	NON	2007	2007
03195417	M9	NON	2008	2008
03195417	M9	NON	2009	2009
03195417	M9	NON	2010	2010
03195417	M9	NON	2011	2011
03195417	M9	NON	2012	2012
03195417	M9	NON	2013	2013
03195417	M9	NON	2014	2014
03195417	M9	NON	2015	2015
03195417	M9	NON	2016	2016
03195417	M9	NON	2017	2017
03195417	M9	NON	2018	2018
03195417	M9	NON	2019	2019
03195417	M9	NON	2020	2020
03195417	M9	NON	2021	2021
03195417	M9	NON	2022	2022
03195417	M9	NON	2023	2023
03195417	M9	NON	2024	2024
03195610	TP9	NON	2016	2016
03195610	TP9	NON	2017	2017
03195610	TP9	NON	2018	2018
03195610	TP9	NON	2019	2019
03195610	TP9	NON	2020	2020
03195610	TP9	NON	2021	2021
03195610	TP9	NON	2022	2022
03195610	TP9	NON	2023	2023
03196000	M9	NON	2010	2010
03196000	M9	NON	2011	2011
03196000	M9	NON	2012	2012
03196000	M9	NON	2013	2013
03196000	M9	NON	2014	2014
03196000	M9	NON	2015	2015
03196000	M9	NON	2016	2016
03196000	M9	NON	2017	2017
03196000	M9	NON	2018	2018
03196000	M9	NON	2019	2019
03196000	M9	NON	2020	2020
03196000	M9	NON	2021	2021
03196000	M9	NON	2022	2022
03196000	M9	NON	2023	2023
03196000	M9	NON	2024	2024
03196080	TP9	NON	2010	2010
03196080	TP9	NON	2011	2011
03196080	TP9	NON	2012	2012
